"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ELECTION_YR","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","CAND_PCC"
"2360","H2NY38010","LANSFORD, MICHAEL MR","ICD",2022,"H","NY",38,""
"2361","H2NY41014","LANDER, DAVID ERIC","ICD",2022,"H","NY",41,""
"2362","H2NY44018","DIAMOND, GAYLE RACHEL","ICD",2022,"H","NY",44,""
"2363","H2NY44026","MCDONALD, HUMPHREY MR","ICD",2022,"H","NY",44,""
"2364","H2NY49017","FORSYTH, HIRAM MR","ICD",2022,"H","NY",49,""
"2365","H2NY49025","MARTINEZ, RAYMOND MR","ICD",2022,"H","NY",49,""
"2366","H2NY81010","FALK, EDWARD MR","ICD",2022,"H","NY",81,""
"2367","H2NY88015","LANGDON, MICHAEL BRISTOL MR","ICD",2022,"H","NY",88,""
"2368","H2OH01178","REDDEN, SAVANNA","DEM",2022,"H","OH",1,"C00768788"
"2369","H2OH01186","CENTERS, BRENT W","REP",2022,"H","OH",1,"C00777557"
"2370","H2OH01194","LANDSMAN, GREG","DEM",2022,"H","OH",1,"C00800276"
"2371","H2OH01202","GIROUX, JENN","REP",2022,"H","OH",1,""
"2372","H2OH02077","CONDIT, JR., JIM","REP",2022,"H","OH",2,"C00430736"
"2373","H2OH02085","WENSTRUP, BRAD DR.","REP",2022,"H","OH",2,"C00497818"
"2374","H2OH02127","MEADOWS, SAMANTHA","DEM",2022,"H","OH",2,"C00793919"
"2375","H2OH02135","DARNOWSKY, ALAN","DEM",2022,"H","OH",2,"C00803874"
"2376","H2OH02143","WINDISCH, DAVID J","REP",2022,"H","OH",2,""
"2377","H2OH03067","TURNER, MICHAEL R REP.","REP",2022,"H","OH",10,"C00373001"
"2378","H2OH03125","BEATTY, JOYCE","DEM",2022,"H","OH",3,"C00507368"
"2379","H2OH03174","MEADE, MATTHEW ALLEN","DEM",2022,"H","OH",3,"C00769034"
"2380","H2OH03190","STAHLEY, LEE R.","REP",2022,"H","OH",3,"C00809806"
"2381","H2OH03208","AMICUCCI, ALEXANDER Q.","W",2022,"H","OH",3,""
"2382","H2OH04156","WILSON, TAMIE","DEM",2022,"H","OH",4,"C00784983"
"2383","H2OH04164","WILSON, TAMARA","DEM",2022,"H","OH",4,"C00784983"
"2384","H2OH05047","BADDAR, YOUSEFF MILAD","IND",2022,"H","OH",9,"C00767178"
"2385","H2OH05054","AGAN, JEFFREY JOHN MR. JR","DEM",2022,"H","OH",5,"C00772749"
"2386","H2OH05062","SWARTZ, CRAIG STEPHEN","DEM",2022,"H","OH",5,"C00790410"
"2387","H2OH05070","HEBERLING, MARTIN MATHIAS MR. III","DEM",2022,"H","OH",5,"C00807669"
"2388","H2OH06110","MORGENSTERN, MICHAEL S.","REP",2022,"H","OH",6,"C00795609"
"2389","H2OH06128","ZELENITZ, GREGORY M.","REP",2022,"H","OH",6,"C00813220"
"2390","H2OH07175","SHOEMAKER, MATTHEW","REP",2022,"H","OH",7,"C00787846"
"2391","H2OH07183","HARMAN, MATTHEW S","DEM",2022,"H","OH",7,"C00786400"
"2392","H2OH07191","IMPELLIZZERI, JOHN ANTHONY","DEM",2022,"H","OH",7,"C00797837"
"2393","H2OH07209","SABATUCCI, DANTE","REP",2022,"H","OH",7,"C00797191"
"2394","H2OH07217","GORMAN, LYNN CAROL","IND",2022,"H","OH",13,"C00798835"
"2395","H2OH07225","SAYLOR, RYAN","REP",2022,"H","OH",13,"C00804948"
"2396","H2OH07233","RADER, TRISTAN","DEM",2022,"H","OH",7,"C00809350"
"2397","H2OH07241","MALLEY, PATRICK A.","DEM",2022,"H","OH",7,""
"2398","H2OH07258","ALEXANDER, ANTHONY LEON","REP",2022,"H","OH",7,""
"2399","H2OH07266","KENDERES, BRIAN","W",2022,"H","OH",7,""
"2400","H2OH07274","LICURSI, VINCE","W",2022,"H","OH",7,""
"2401","H2OH08058","HARDENBROOK, JEFF","DEM",2022,"H","OH",10,"C00812446"
"2402","H2OH08082","HEIMLICH, PHIL","REP",2022,"H","OH",8,"C00807347"
"2403","H2OH09031","KAPTUR, MARCY","DEM",2022,"H","OH",9,"C00154625"
"2404","H2OH09155","MAJEWSKI, J R","REP",2022,"H","OH",9,"C00770636"
"2405","H2OH09163","GILBERT, MADISON GESIOTTO","REP",2022,"H","OH",13,"C00795542"
"2406","H2OH09171","GAVARONE, THERESA","REP",2022,"H","OH",9,"C00795765"
"2407","H2OH09189","RIEDEL, CRAIG","REP",2022,"H","OH",9,"C00800003"
"2408","H2OH09197","ABDULLAHI, MUNIRA YASIN","DEM",2022,"H","OH",9,""
"2409","H2OH10252","STAPLETON, BAXTER","DEM",2022,"H","OH",10,"C00773747"
"2410","H2OH10260","BENJAMIN, KIRK ALAN","DEM",2022,"H","OH",10,"C00802843"
"2411","H2OH11151","TURNER, NINA","DEM",2022,"H","OH",11,"C00764423"
"2412","H2OH11169","BROWN, M SHONTEL","DEM",2022,"H","OH",11,"C00764381"
"2413","H2OH11250","HEMPHILL, JAMES TERRELLE","REP",2022,"H","OH",11,"C00784744"
"2414","H2OH11300","ALEXANDER, MARTIN","DEM",2022,"H","OH",6,""
"2415","H2OH11326","BREWER, ERIC J.","REP",2022,"H","OH",11,"C00814665"
"2416","H2OH12118","O'CONNOR, DANIEL JAY JR.","DEM",2022,"H","OH",12,"C00774901"
"2417","H2OH12126","RIPPEL-ELTON, AMY MRS.","DEM",2022,"H","OH",12,"C00813097"
"2418","H2OH12134","ELTON, AMY RIPPEL","DEM",2022,"H","OH",12,""
"2419","H2OH12142","FLETCHER, MICHAEL","DEM",2022,"H","OH",12,""
"2420","H2OH13207","SIMMS, JILL","REP",2022,"H","OH",14,"C00778514"
"2421","H2OH13215","JONES, ERIC SCOTT","DEM",2022,"H","OH",13,"C00788133"
"2422","H2OH13223","KILBOY, MATTHEW","DEM",2022,"H","OH",14,"C00795740"
"2423","H2OH13231","HAWKINS, SHAY","REP",2022,"H","OH",13,"C00796797"
"2424","H2OH13249","GADDIS, CHARLIE","REP",2022,"H","OH",13,"C00798868"
"2425","H2OH13256","WHEELER, GREGORY","REP",2022,"H","OH",13,"C00799890"
"2426","H2OH13264","SYKES, EMILIA","DEM",2022,"H","OH",13,"C00801274"
"2427","H2OH13272","FOLGER PORTER, JANET L","REP",2022,"H","OH",13,"C00802728"
"2428","H2OH13280","KING, SANTANA FRANCISCO","REP",2022,"H","OH",13,""
"2429","H2OH14064","JOYCE, DAVID P","REP",2022,"H","OH",14,"C00527457"
"2430","H2OH14098","KELLEY, BRENDEN P.","DEM",2022,"H","OH",14,"C00766451"
"2431","H2OH14106","AWTREY, PATRICK EUGENE MR.","REP",2022,"H","OH",14,"C00791327"
"2432","H2OH14114","FREDRICKSON, MATTHEW","REP",2022,"H","OH",14,"C00805937"
"2433","H2OH14122","CORMACK, BEVIN","REP",2022,"H","OH",14,""
"2434","H2OH15111","MCKENZIE, ELIZABETH GRACE MS","UN",2022,"H","OH",15,"C00766170"
"2435","H2OH15145","LARE, JEFF","REP",2022,"H","OH",15,"C00777946"
"2436","H2OH15160","EDMONDS, RUTH","REP",2022,"H","OH",15,"C00778746"
"2437","H2OH15228","CAREY, MIKE","REP",2022,"H","OH",15,"C00779603"
"2438","H2OH15269","JOSEPHSON, GARY","DEM",2022,"H","OH",15,""
"2439","H2OH15277","JOSEPHSON, GARY","DEM",2022,"H","OH",15,"C00817296"
"2440","H2OH16044","DIEMER, MATTHEW","DEM",2022,"H","OH",7,"C00770131"
"2441","H2OH16051","MILLER, MAX","REP",2022,"H","OH",7,"C00770818"
"2442","H2OH16069","SCHULZ, JONAH","REP",2022,"H","OH",13,"C00767277"
"2443","H2OH16077","GUSTAFSON EWING, REGINA ANNE","IND",2022,"H","OH",7,"C00803346"
"2444","H2OH17109","RYAN, TIMOTHY","DEM",2022,"H","OH",13,"C00373464"
"2445","H2OH19204","DECK, BETH A. MRS.","REP",2022,"H","OH",19,"C00813659"
"2446","H2OH44012","BIRBECK, PHILEMON MR","ICD",2022,"H","OH",44,""
"2447","H2OH52015","CURRY, MACDUFF MR","ICD",2022,"H","OH",52,""
"2448","H2OK01168","SWOBODA, JOHN PATRICK","DEM",2022,"H","OK",1,"C00768580"
"2449","H2OK01176","MARTIN, ADAM","DEM",2022,"H","OK",1,"C00785832"
"2450","H2OK02083","MULLIN, MARKWAYNE MR.","REP",2022,"H","OK",2,"C00498345"
"2451","H2OK02182","QUINN, MARTY L","REP",2022,"H","OK",2,"C00807099"
"2452","H2OK02190","SCHILLER, CHRIS","REP",2022,"H","OK",2,"C00807404"
"2453","H2OK02208","WYATT, ERICK","REP",2022,"H","OK",2,"C00807636"
"2454","H2OK02216","ROBERTS, DUSTIN","REP",2022,"H","OK",2,"C00808337"
"2455","H2OK02224","JOHN, BENNETT","REP",2022,"H","OK",2,"C00808576"
"2456","H2OK02232","TEEHEE, JOHNNY","REP",2022,"H","OK",2,"C00809442"
"2457","H2OK02240","JOHNSON, CLINT MR","REP",2022,"H","OK",2,"C00810168"
"2458","H2OK02257","FRIX, AVERY","REP",2022,"H","OK",2,"C00810374"
"2459","H2OK02265","GRAYSON, RICHARD","DEM",2022,"H","OK",2,""
"2460","H2OK02273","GORDON, PAMELA SMITH","REP",2022,"H","OK",2,"C00812115"
"2461","H2OK02281","BARKER, GUY STUART","REP",2022,"H","OK",2,"C00812123"
"2462","H2OK02299","NOFIRE, JOHN WESLEY","REP",2022,"H","OK",2,"C00812321"
"2463","H2OK02307","ANDREWS, NAOMI","DEM",2022,"H","OK",2,"C00813691"
"2464","H2OK02315","BRECHEEN, JOSH","REP",2022,"H","OK",2,"C00812974"
"2465","H2OK02323","DERBY, DAVID","REP",2022,"H","OK",2,"C00811257"
"2466","H2OK02331","ROBINSON, BULLDOG BEN","IND",2022,"H","OK",2,"C00826339"
"2467","H2OK03115","ROBERTS, KEVIN SEAN","REP",2022,"H","OK",3,"C00801498"
"2468","H2OK03123","BURLESON, WILLIAM WADE","REP",2022,"H","OK",3,"C00802934"
"2469","H2OK03131","GRAYSON, RICHARD","DEM",2022,"H","OK",3,""
"2470","H2OK03149","ROSS, JEREMIAH A","DEM",2022,"H","OK",3,""
"2471","H2OK03156","BUTLER, STEPHEN","REP",2022,"H","OK",3,""
"2472","H2OK04055","COLE, TOM","REP",2022,"H","OK",4,"C00379735"
"2473","H2OK04154","GRAYSON, RICHARD","DEM",2022,"H","OK",4,""
"2474","H2OK04162","BLACKE, FRANK W.","REP",2022,"H","OK",4,""
"2475","H2OK05151","BROYLES, ABBY","DEM",2022,"H","OK",5,""
"2476","H2OK05169","HARRIS-TILL, JOSHUA","DEM",2022,"H","OK",5,"C00807834"
"2477","H2OK05177","BANKS, SUBRINA","REP",2022,"H","OK",5,"C00812750"
"2478","H2OK05227","FROSCH, DAVID K.","IND",2022,"H","OK",5,""
"2479","H2OK49019","DIAMOND, GILBERT MR","ICD",2022,"H","OK",49,""
"2480","H2OR01133","BONAMICI, SUZANNE MS.","DEM",2022,"H","OR",1,"C00500421"
"2481","H2OR01216","REYNOLDS, STEVEN CODY","DEM",2022,"H","OR",6,"C00638437"
"2482","H2OR01240","RUSS, DAVID HONORABLE","REP",2022,"H","OR",6,"C00763946"
"2483","H2OR01257","RASCON, NICHOLAS","OTH",2022,"H","OR",1,""
"2484","H2OR01265","PHILLIPS, G. SCOTT","DEM",2022,"H","OR",1,"C00800128"
"2485","H2OR01273","MANN, CHRISTOPHER ALLAN","REP",2022,"H","OR",1,""
"2486","H2OR01281","MURRAY, ARMIDIA (ARMY)","REP",2022,"H","OR",1,"C00808048"
"2487","H2OR01299","ROBERTSON, CHRISTIAN","DEM",2022,"H","OR",1,""
"2488","H2OR02156","YETTER, JOSEPH FREDERICK III","DEM",2022,"H","OR",2,"C00806646"
"2489","H2OR02164","CAVENER, MARK","REP",2022,"H","OR",2,"C00789321"
"2490","H2OR02172","PRINE, ADAM","DEM",2022,"H","OR",2,""
"2491","H2OR02180","GALLANT, KATHERINE M","REP",2022,"H","OR",2,"C00799049"
"2492","H2OR03121","POLHEMUS, JONATHAN","DEM",2022,"H","OR",3,"C00804898"
"2493","H2OR04087","VAN TRESS, JEREMY","REP",2022,"H","OR",4,"C00780494"
"2494","H2OR04095","HOYLE, VALERIE","DEM",2022,"H","OR",4,"C00796144"
"2495","H2OR04103","KALLOCH, ANDREW","DEM",2022,"H","OR",4,"C00797522"
"2496","H2OR04111","SELKER, JOHN STEVEN DR.","DEM",2022,"H","OR",4,"C00799429"
"2497","H2OR04129","MULHOLLAND, ZACHARY FLEMING","DEM",2022,"H","OR",4,"C00799007"
"2498","H2OR04152","AL-ABDRABBUH, SAMI","DEM",2022,"H","OR",4,"C00799775"
"2499","H2OR04160","CANNING, DOYLE","DEM",2022,"H","OR",4,"C00803668"
"2500","H2OR04178","HOPPE, GARRETT","REP",2022,"H","OR",4,"C00805093"
"2501","H2OR04186","LAIBLE, STEVE WILLIAM","DEM",2022,"H","OR",4,""
"2502","H2OR04194","MATTHEWS, JAKE","DEM",2022,"H","OR",4,""
"2503","H2OR04202","SMITH, G. TOMMY","DEM",2022,"H","OR",4,""
"2504","H2OR04210","ZOLL, THOMAS JOSEPH","NON",2022,"H","OR",4,""
"2505","H2OR04228","LEATHERBERRY, LEVI","LIB",2022,"H","OR",4,""
"2506","H2OR05183","SANDVIG, NATE","REP",2022,"H","OR",6,"C00779751"
"2507","H2OR05191","EASTON, KEVIN","DEM",2022,"H","OR",6,"C00783043"
"2508","H2OR05209","CHAVEZ-DEREMER, LORI","REP",2022,"H","OR",5,"C00784520"
"2509","H2OR05217","DI PAOLA, JOHN","REP",2022,"H","OR",5,"C00800862"
"2510","H2OR05225","OATMAN, MADISON","REP",2022,"H","OR",5,""
"2511","H2OR05233","ROSES, LAUREL","REP",2022,"H","OR",5,"C00805176"
"2512","H2OR06017","SMITH, LORETTA","DEM",2022,"H","OR",6,"C00783373"
"2513","H2OR06025","JACKSON, DERRY AL MR SR","DEM",2022,"H","OR",6,"C00788919"
"2514","H2OR06033","PLOWHEAD, ANGELA","REP",2022,"H","OR",6,"C00787234"
"2515","H2OR06041","WEST, MATTHEW","DEM",2022,"H","OR",6,"C00791343"
"2516","H2OR06058","NOBLE, RON","REP",2022,"H","OR",6,"C00791699"
"2517","H2OR06066","SALINAS, ANDREA","DEM",2022,"H","OR",6,"C00793703"
"2518","H2OR06074","HARDER, KATHLEEN","DEM",2022,"H","OR",6,"C00794438"
"2519","H2OR06082","HYLLAND, BRIAN GENE JR","DEM",2022,"H","OR",6,""
"2520","H2OR06090","FLYNN, CARRICK RONAN MORGAN","DEM",2022,"H","OR",6,"C00802058"
"2521","H2OR06108","ALONSO LEON, TERESA","DEM",2022,"H","OR",6,"C00801746"
"2522","H2OR06116","BUNN, JAMES (JIM)","REP",2022,"H","OR",6,"C00806273"
"2523","H2OR06124","ERICKSON, MIKE","REP",2022,"H","OR",6,"C00809178"
"2524","H2OR06132","GOODWIN, GREG","DEM",2022,"H","OR",6,""
"2525","H2OR06140","MCFARLAND, LARRY D.","CON",2022,"H","OR",6,""
"2526","H2OR12015","WARD, STEFAN MR","ICD",2022,"H","OR",12,""
"2527","H2OR18012","GRAHAM, JOEL MR","ICD",2022,"H","OR",18,""
"2528","H2PA00034","BURTON, DANIEL LEROY JR","REP",2022,"H","PA",0,"C00776286"
"2529","H2PA01081","CONOLY, HENRY","GRE",2022,"H","PA",1,"C00783035"
"2530","H2PA01099","EHASZ, ASHLEY","DEM",2022,"H","PA",1,"C00791335"
"2531","H2PA01107","FERMO, PAUL","DEM",2022,"H","PA",1,"C00792143"
"2532","H2PA01115","LANNING, BRADLEY JAMES","REP",2022,"H","PA",1,"C00793422"
"2533","H2PA01123","AVERY, CAROLINE","LIB",2022,"H","PA",1,"C00795583"
"2534","H2PA01131","BRUNO, ERIC M","DEM",2022,"H","PA",1,"C00798512"
"2535","H2PA01149","ENTIN, ALEX","REP",2022,"H","PA",1,"C00804021"
"2536","H2PA02154","GONZALEZ, GILBERTO","DEM",2022,"H","PA",2,"C00776302"
"2537","H2PA02162","ROBLES, ALBERT IVAN","REP",2022,"H","PA",2,""
"2538","H2PA02170","BASHIR, HAROON","REP",2022,"H","PA",2,"C00805986"
"2539","H2PA03129","HUNT, ALEXANDRA","DEM",2022,"H","PA",3,"C00766238"
"2540","H2PA03137","RODILL, AUSTIN MR.","DEM",2022,"H","PA",3,"C00774471"
"2541","H2PA03145","COGBILL, MICHAEL","DEM",2022,"H","PA",3,"C00796060"
"2542","H2PA03160","HOEPPNER, CHRISTOPHER","OTH",2022,"H","PA",3,""
"2543","H2PA04135","PERRY, SCOTT","REP",2022,"H","PA",10,"C00510164"
"2544","H2PA04226","NASCIMENTO, CHRISTIAN","REP",2022,"H","PA",4,"C00786632"
"2545","H2PA05066","MARGUS, ROBERT","DEM",2022,"H","PA",5,""
"2546","H2PA05074","GALLUCH, DAVID","REP",2022,"H","PA",5,"C00777995"
"2547","H2PA05082","MARGUS, ROBERT","LIB",2022,"H","PA",5,"C00785394"
"2548","H2PA05090","HAYES, JOHN V MR. III","REP",2022,"H","PA",5,""
"2549","H2PA05116","DEVAUGHN-GOODWIN, ALFEIA DEVAUGHN-GOOD","REP",2022,"H","PA",5,"C00804492"
"2550","H2PA05124","BESTMAN, WILLIAM DAVID","W",2022,"H","PA",5,""
"2551","H2PA06155","KENNEDY, ROBERT JAMES III","REP",2022,"H","PA",6,"C00776096"
"2552","H2PA06163","FANELLI, STEVE","REP",2022,"H","PA",6,"C00782789"
"2553","H2PA06171","VOGEL, RON","REP",2022,"H","PA",6,"C00799999"
"2554","H2PA06189","MAURO, REGINA","REP",2022,"H","PA",6,"C00801183"
"2555","H2PA06197","CIARROCCHI, GUY","REP",2022,"H","PA",6,"C00806398"
"2556","H2PA07088","TRAN, TUONG VI M","DEM",2022,"H","PA",7,"C00768135"
"2557","H2PA07096","DELLICKER, KEVIN","REP",2022,"H","PA",7,"C00783266"
"2558","H2PA08110","LANZARO-FISHER, JON","DEM",2022,"H","PA",8,"C00798447"
"2559","H2PA09118","SHECKTOR, ANDREW","REP",2022,"H","PA",9,"C00796102"
"2560","H2PA09126","WALDMAN, AMANDA","DEM",2022,"H","PA",9,"C00807032"
"2561","H2PA10108","ALLEN, BRIAN","REP",2022,"H","PA",10,"C00764985"
"2562","H2PA10116","COPLEN, RICK","DEM",2022,"H","PA",10,"C00807917"
"2563","H2PA10124","DANIELS, SHAMAINE MS","DEM",2022,"H","PA",10,"C00811174"
"2564","H2PA11114","HOLLISTER, ROBERT MICHAEL III","DEM",2022,"H","PA",11,"C00793778"
"2565","H2PA12070","DOYLE, MICHAEL","REP",2022,"H","PA",12,"C00811240"
"2566","H2PA12088","PARKER, WILLIAM","DEM",2022,"H","PA",12,""
"2567","H2PA13136","MISCOVICH, JAMES MICHAEL","REP",2022,"H","PA",13,"C00805267"
"2568","H2PA13144","MANNS, JEFFREY D","REP",2022,"H","PA",13,"C00809152"
"2569","H2PA15115","GUYETT, MATTHEW M","REP",2022,"H","PA",15,""
"2570","H2PA15123","RATHMELL, GEORGE","REP",2022,"H","PA",15,"C00800565"
"2571","H2PA15131","MOLESEVICH, MIKE","DEM",2022,"H","PA",15,"C00820274"
"2572","H2PA16089","TELESZ, RICHARD EDWARD","DEM",2022,"H","PA",16,"C00783308"
"2573","H2PA16097","PASTORE, DANIEL","DEM",2022,"H","PA",16,"C00799130"
"2574","H2PA16105","SANDERA, ROB","DEM",2022,"H","PA",16,"C00802157"
"2575","H2PA17079","CARTWRIGHT, MATTHEW A.","DEM",2022,"H","PA",8,"C00509968"
"2576","H2PA17095","MURRAY, WILLIAM ROYSDON","DEM",2022,"H","PA",17,"C00787275"
"2577","H2PA17103","DELUZIO, CHRISTOPHER","DEM",2022,"H","PA",17,"C00787648"
"2578","H2PA17111","STAIBLE, TRICIA","REP",2022,"H","PA",17,"C00791806"
"2579","H2PA17129","TOMSHAY, JAMES","REP",2022,"H","PA",17,"C00793554"
"2580","H2PA17137","MELOY, SEAN","DEM",2022,"H","PA",17,"C00793612"
"2581","H2PA17145","CAVARETTA, DEAN","REP",2022,"H","PA",17,"C00802124"
"2582","H2PA17152","KILLMEYER, JASON","REP",2022,"H","PA",17,"C00805051"
"2583","H2PA17160","SHAFFER, JEREMY","REP",2022,"H","PA",17,"C00803726"
"2584","H2PA17178","DEMARCO, SAMUEL III","REP",2022,"H","PA",17,"C00807537"
"2585","H2PA17186","CODER, KATHY","REP",2022,"H","PA",17,"C00813444"
"2586","H2PA17194","SLUZYNSKY, WALTER STEVE MR.","UP",2022,"H","PA",17,"C00813501"
"2587","H2PA18184","WEBSTER, JAKE D","DEM",2022,"H","PA",18,""
"2588","H2PA18200","LEE, SUMMER","DEM",2022,"H","PA",12,"C00791780"
"2589","H2PA18218","IRWIN, STEVEN","DEM",2022,"H","PA",12,"C00793281"
"2590","H2PA18226","FOX, STEPHANIE","DEM",2022,"H","PA",18,"C00793794"
"2591","H2PA18234","WOODARD, JEFF","DEM",2022,"H","PA",18,"C00796912"
"2592","H2PA18259","PATEL, BHAVINI","DEM",2022,"H","PA",12,"C00798900"
"2593","H2PA24026","TAYLOR, RANDALL MR.","DEM",2022,"H","PA",24,""
"2594","H2PA28019","BELMONT, MARTHA MRS","ICD",2022,"H","PA",28,""
"2595","H2PA31013","BARUCH, SILVESTER MR","ICD",2022,"H","PA",31,""
"2596","H2PA34017","LANGDON, CLIFTON MR","ICD",2022,"H","PA",34,""
"2597","H2PA49015","WILLIS, TREVOR MR","ICD",2022,"H","PA",49,""
"2598","H2PR01014","BRUNO, ERIC M","DEM",2022,"H","PR",0,"C00798512"
"2599","H2RI01202","WATERS, ALLEN R","REP",2022,"H","RI",1,"C00731950"
"2600","H2RI02069","DICKINSON, SPENCER E","DEM",2022,"H","RI",2,"C00821793"
"2601","H2RI02150","PACHECO, EDWIN","DEM",2022,"H","RI",2,"C00802231"
"2602","H2RI02168","DE LA CRUZ, JESSICA","REP",2022,"H","RI",2,"C00806323"
"2603","H2RI02176","FOX, JOY","DEM",2022,"H","RI",2,"C00803189"
"2604","H2RI02184","MAGAZINER, SETH","DEM",2022,"H","RI",2,"C00802504"
"2605","H2RI02192","MOQUIN, CAMERON","DEM",2022,"H","RI",2,"C00803817"
"2606","H2RI02200","NEARY, MICHAEL JR.","DEM",2022,"H","RI",2,"C00804195"
"2607","H2RI02218","BAH, OMAR","DEM",2022,"H","RI",2,"C00804542"
"2608","H2RI02226","FUNG, ALLAN","REP",2022,"H","RI",2,"C00805002"
"2609","H2RI02234","SEGAL, DAVID","DEM",2022,"H","RI",2,"C00806372"
"2610","H2RI02242","MORGENTHAU, SARAH","DEM",2022,"H","RI",2,"C00806455"
"2611","H2RI02259","GILBERT, WILLIAM","UN",2022,"H","RI",2,"C00820530"
"2612","H2RI19014","WINSTON, FREDRICK MR","ICD",2022,"H","RI",19,""
"2613","H2SC01077","PIPER-LOOMIS, LYNZ","REP",2022,"H","SC",1,"C00777151"
"2614","H2SC01085","CENTURION, INGRID","REP",2022,"H","SC",1,"C00785824"
"2615","H2SC01093","ALLEN, THOMAS JASON","REP",2022,"H","SC",1,"C00788620"
"2616","H2SC01101","CINGOLANI, REBECCA NIESS","DEM",2022,"H","SC",1,"C00790600"
"2617","H2SC01119","BLANDFORD, KEITH WARRICK","REP",2022,"H","SC",1,"C00792804"
"2618","H2SC01127","ANDREWS, ANNIE DR.","DEM",2022,"H","SC",1,"C00793638"
"2619","H2SC01135","OTMAN, ALEJANDRO ARIEL MR","IND",2022,"H","SC",1,"C00810622"
"2620","H2SC01143","LEWIS, TIMOTHY","DEM",2022,"H","SC",1,"C00797688"
"2621","H2SC01150","ARRINGTON, KATIE","REP",2022,"H","SC",1,"C00804302"
"2622","H2SC02042","CLYBURN, JAMES E.","DEM",2022,"H","SC",6,"C00255562"
"2623","H2SC02059","WILSON, JOE THE HON.","REP",2022,"H","SC",2,"C00368522"
"2624","H2SC02166","KARR, GREGORY BLANE","DEM",2022,"H","SC",2,"C00783225"
"2625","H2SC02182","LARKINS, JUDDSON","DEM",2022,"H","SC",2,"C00786731"
"2626","H2SC02190","ODDO, JOSEPH","OTH",2022,"H","SC",1,""
"2627","H2SC04121","CHANDLER, MICHAEL","CON",2022,"H","SC",4,"C00525345"
"2628","H2SC04139","LAPIERRE, MICHAEL JAMES MR.","REP",2022,"H","SC",4,"C00788562"
"2629","H2SC04147","BURNS, MARK","REP",2022,"H","SC",4,"C00790824"
"2630","H2SC04154","ABUZEID, GEORGE ASSAD","REP",2022,"H","SC",4,"C00792630"
"2631","H2SC04162","BENNETT, JUSTIN ALEXANDER MR.","DEM",2022,"H","SC",4,"C00790147"
"2632","H2SC04170","HILL, KEN","DEM",2022,"H","SC",4,""
"2633","H2SC05094","ECKERT, KEVIN","DEM",2022,"H","SC",5,"C00801332"
"2634","H2SC05102","HUNDLEY, EVANGELINE","DEM",2022,"H","SC",5,"C00813378"
"2635","H2SC06118","CHAPMAN, JOHN","REP",2022,"H","SC",6,"C00779652"
"2636","H2SC06126","ADDISON, MICHAEL ANTONIO DR.","DEM",2022,"H","SC",6,"C00782201"
"2637","H2SC06134","DIXON, GREGG MARCEL","DEM",2022,"H","SC",6,"C00786806"
"2638","H2SC06142","BUCKNER, DUKE","REP",2022,"H","SC",6,"C00800912"
"2639","H2SC06159","POLLARD, AURIOL SONIA","REP",2022,"H","SC",6,"C00808493"
"2640","H2SC06167","MORRIS, SONIA A.","REP",2022,"H","SC",6,""
"2641","H2SC07066","RICE, TOM","REP",2022,"H","SC",7,"C00506048"
"2642","H2SC07157","NORRIS, RYAN NIGEL NORFIELD JR.","DEM",2022,"H","SC",7,"C00762476"
"2643","H2SC07165","KITE, GEORHE WILLIAM","REP",2022,"H","SC",7,""
"2644","H2SC07173","RICHARDSON, WILLIAM KENNETH","REP",2022,"H","SC",7,"C00768911"
"2645","H2SC07181","BAILEY, WILLIAM","REP",2022,"H","SC",7,"C00769273"
"2646","H2SC07199","DAVISON, JUSTIN KEITH","REP",2022,"H","SC",7,"C00770446"
"2647","H2SC07207","SPURLOCK, JEANETTE M","REP",2022,"H","SC",7,"C00767913"
"2648","H2SC07215","DUNN, TOM","REP",2022,"H","SC",7,"C00774182"
"2649","H2SC07223","REICHERT, STEVE","REP",2022,"H","SC",7,"C00774869"
"2650","H2SC07231","ARTHUR, BARBARA MRS.","REP",2022,"H","SC",7,"C00776401"
"2651","H2SC07256","ALLEN, GRAHAM","REP",2022,"H","SC",7,"C00779579"
"2652","H2SC07264","BUSHAY, LOUIS","REP",2022,"H","SC",7,""
"2653","H2SC07272","MCBRIDE, MARK STRUTHERS","REP",2022,"H","SC",7,"C00779991"
"2654","H2SC07280","FRY, RUSSELL","REP",2022,"H","SC",7,"C00786657"
"2655","H2SC07298","BARTON, GARRETT DR.","REP",2022,"H","SC",7,"C00788752"
"2656","H2SC07306","MORRIS, SPENCER ALLEN","REP",2022,"H","SC",7,"C00793364"
"2657","H2SC07314","SCOTT, DARYL","DEM",2022,"H","SC",7,"C00813311"
"2658","H2SC44010","GOLDIAMOND, SOLOMON DAVID","REP",2022,"H","SC",44,""
"2659","H2SD00142","DUPREL, COLLIN","LIB",2022,"H","SD",0,""
"2660","H2SD01041","HOWARD, TAFFY","REP",2022,"H","SD",0,"C00786210"
"2661","H2SD01058","RYDER, RYAN","DEM",2022,"H","SD",0,"C00806653"
"2662","H2TN01106","PARSONS, CAMERON","DEM",2022,"H","TN",1,"C00796029"
"2663","H2TN01114","WYATT, GARY AUSTIN","REP",2022,"H","TN",1,"C00802702"
"2664","H2TN01122","MAKROM, AHMED MATTHEW","IND",2022,"H","TN",1,""
