"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","Fundraising_Total","CAND_LAST"
"588","H2FL23278","ELLISON, ALLEN",1,"Representative","FL","23",2500,"ELLISON"
"589","H2FL24037","OLIVO, CHRISTINE ALEXANDRIA",1,"Representative","FL","26",57416,"OLIVO"
"590","H2FL24045","HARRIS, KEVIN COREY",1,"Representative","FL","24",1070,"HARRIS"
"591","H2FL24078","NAVARRO, JESUS",0,"Representative","FL","24",9872,"NAVARRO"
"592","H2FL25018","DIAZ-BALART, MARIO",0,"Representative","FL","26",565197,"BALART"
"593","H2FL25067","GENTLE, ADAM",1,"Representative","FL","25",43825,"GENTLE"
"594","H2FL25083","CLARK, DREW-MONTEZ DR.",0,"Representative","FL","20",39863,"CLARK"
"595","H2FL25091","MILLWEE, ROBERT",1,"Representative","FL","25",6433,"MILLWEE"
"596","H2FL26073","SCHAFFER, JEREMIAH",0,"Representative","FL","28",2000,"SCHAFFER"
"597","H2FL27055","MONTALVO, ANGEL",1,"Representative","FL","27",2605,"MONTALVO"
"598","H2FL27063","PEREZ, JANELLE",1,"Representative","FL","27",258350,"PEREZ"
"599","H2FL27071","POLO, FRANK",0,"Representative","FL","27",9750,"POLO"
"600","H2FL27089","RUSSELL, KEN",1,"Representative","FL","27",1023815,"RUSSELL"
"601","H2FL28020","MARTINEZ GARIN, CARLOS A MR",0,"Representative","FL","28",500,"GARIN"
"602","H2FL28038","ASENCIO, ROBERT",1,"Representative","FL","28",65282,"ASENCIO"
"603","H2GA01249","HERRING, WADE WILKES MR. II",1,"Representative","GA","1",562532,"HERRING"
"604","H2GA02031","BISHOP, SANFORD",1,"Representative","GA","2",694626,"BISHOP"
"605","H2GA02122","TAYLOR, TRACY",0,"Representative","GA","2",750,"TAYLOR"
"606","H2GA02155","WEST, CHRISTOPHER CHRIS",0,"Representative","GA","2",340266,"WEST"
"607","H2GA02189","HUNT, JEREMY",0,"Representative","GA","2",26458,"HUNT"
"608","H2GA05166","ZIMM, CHRISTIAN GERARD",0,"Representative","GA","5",11224,"ZIMM"
"609","H2GA06123","EARLS, HAROLD",0,"Representative","GA","6",162137,"EARLS"
"610","H2GA06131","WELSH, ERIC MICHAEL",0,"Representative","GA","6",15600,"WELSH"
"611","H2GA06156","STAPLES, MARY MALLORY",0,"Representative","GA","6",203025,"STAPLES"
"612","H2GA06164","EVANS, JAKE",0,"Representative","GA","6",1292984,"EVANS"
"613","H2GA06172","HANSON, MEAGAN MYERS",0,"Representative","GA","6",409603,"HANSON"
"614","H2GA06180","VOYLES, SUSAN",0,"Representative","GA","6",70414,"VOYLES"
"615","H2GA06198","GATEWOOD, BYRON",0,"Representative","GA","6",49205,"GATEWOOD"
"616","H2GA06222","CHRISTIAN, ROBERT FRANKLIN MR. III",1,"Representative","GA","6",23623,"CHRISTIAN"
"617","H2GA07121","CORBIN, MICHAEL",0,"Representative","GA","7",3477,"CORBIN"
"618","H2GA07139","GEORGE, YAHANSEH YG NYGHTSTORM",0,"Representative","GA","7",9070,"GEORGE"
"619","H2GA09226","SOUTHER, BENJAMIN ODUM",0,"Representative","GA","9",8855,"SOUTHER"
"620","H2GA09234","FORD, MICHAEL C. MR.",1,"Representative","GA","9",5075,"FORD"
"621","H2GA10133","REUTER, KIMBERLY ANN CLARK",1,"Representative","GA","6",3000,"REUTER"
"622","H2GA10158","MCMAIN, MARC",0,"Representative","GA","10",107625,"MCMAIN"
"623","H2GA10166","BARR, TIMOTHY",0,"Representative","GA","10",195100,"BARR"
"624","H2GA10174","ALVEY, ANDREW",0,"Representative","GA","10",800,"ALVEY"
"625","H2GA10182","CURRY, DAVID",0,"Representative","GA","10",110950,"CURRY"
"626","H2GA10208","HATCHER, PHYLLIS D",1,"Representative","GA","10",5700,"HATCHER"
"627","H2GA10216","SIMS, ALAN",0,"Representative","GA","10",152801,"SIMS"
"628","H2GA10224","SWAN, MITCHELL",0,"Representative","GA","10",156850,"SWAN"
"629","H2GA10232","WEST, MARY",0,"Representative","GA","7",9000,"WEST"
"630","H2GA10240","WITT, PATRICK J",0,"Representative","GA","10",148107,"WITT"
"631","H2GA10257","RICHARDS, MATT",0,"Representative","GA","10",14350,"RICHARDS"
"632","H2GA10265","HEUSSNER, TODD",0,"Representative","GA","10",2250,"HEUSSNER"
"633","H2GA11214","KILPATRICK, HEATHER",1,"Representative","GA","11",10725,"KILPATRICK"
"634","H2GA11230","DAZA, ANTONIO MIGUEL",1,"Representative","GA","11",12315,"DAZA"
"635","H2GA12121","ALLEN, RICHARD W",0,"Representative","GA","12",259336,"ALLEN"
"636","H2GA13012","SCOTT, DAVID ALBERT",1,"Representative","GA","13",128350,"SCOTT"
"637","H2GA14036","CONNER, LATEEFAH B.",1,"Representative","GA","14",3659,"CONNER"
"638","H2GA14044","FLOWERS, MARCUS",1,"Representative","GA","14",2348202,"FLOWERS"
"639","H2GA14051","MCCORMACK, HOLLY",1,"Representative","GA","14",180468,"MCCORMACK"
"640","H2GA14077","DAVIS, WENDY",1,"Representative","GA","14",137148,"DAVIS"
"641","H2GA14093","STRAHAN, JENNIFER",0,"Representative","GA","14",84190,"STRAHAN"
"642","H2GA14101","LUTIN, CHARLES DAVID DOCTOR",0,"Representative","GA","14",4875,"LUTIN"
"643","H2GU01031","MOYLAN, JAMES C.",0,"Representative","GU","0",44950,"MOYLAN"
"644","H2GU01049","NELSON, TELENA C.",1,"Representative","GU","0",4100,"NELSON"
"645","H2GU01056","PAT, JUDITH T WON",1,"Representative","GU","0",51959,"PAT"
"646","H2HI01112","ALCUBILLA, SERGIO JOSEPHUS MR. III",1,"Representative","HI","1",9052,"ALCUBILLA"
"647","H2HI02128","CASE, EDWARD",1,"Representative","HI","1",409232,"CASE"
"648","H2HI02557","KRESS, CONRAD",0,"Representative","HI","1",31357,"KRESS"
"649","H2HI02581","TOKUDA, JILL NAOMI",1,"Representative","HI","2",399722,"TOKUDA"
"650","H2HI02599","BRANCO, PATRICK PIHANA",1,"Representative","HI","2",32857,"BRANCO"
"651","H2HI02607","WEBSTER, JOSEPH E.",0,"Representative","HI","2",2055,"WEBSTER"
"652","H2HI02623","GI, NICOLE",1,"Representative","HI","2",300,"GI"
"653","H2IA01089","MATHIS, ELIZABETH",1,"Representative","IA","2",1803166,"MATHIS"
"654","H2IA02111","BOHANNAN, CHRISTINA",1,"Representative","IA","1",1342708,"BOHANNAN"
"655","H2IA02129","KERNER, JOSEPH",1,"Representative","IA","2",1750,"KERNER"
"656","H2IA03093","HANUSA, MARY ANN",0,"Representative","IA","3",53430,"HANUSA"
"657","H2IA03101","HASSO, NICOLE",0,"Representative","IA","3",204737,"HASSO"
"658","H2IA03119","NUNN, ZACH",0,"Representative","IA","3",1004919,"NUNN"
"659","H2IA04141","MELTON, RYAN MICHAEL APPLETON",1,"Representative","IA","4",12602,"MELTON"
"660","H2ID01184","LENNEY, BRIAN",0,"Representative","ID","1",4769,"LENNEY"
"661","H2ID01192","PETERSON, KAYLEE JADE",1,"Representative","ID","1",29125,"PETERSON"
"662","H2ID02216","NORMAN, WENDY ANN",1,"Representative","ID","2",4470,"NORMAN"
"663","H2IL01042","RUSH, BOBBY LEE",1,"Representative","IL","1",14650,"RUSH"
"664","H2IL01208","COLE, JAHMAL",1,"Representative","IL","1",25350,"COLE"
"665","H2IL01216","TAYLOR, KIRBY JEROME BIRGANS- MR.",1,"Representative","IL","1",1389,"TAYLOR"
"666","H2IL01224","THOMPSON, MICHAEL ANTHONY",1,"Representative","IL","1",9920,"THOMPSON"
"667","H2IL01232","BUTLER, CHRISTOPHER",1,"Representative","IL","1",34663,"BUTLER"
"668","H2IL01240","NIX, DARIUS YOREL DEE",1,"Representative","IL","1",1302,"NIX"
"669","H2IL01265","GOODRUM, CASSANDRA ATTORNEY",1,"Representative","IL","1",0,"GOODRUM"
"670","H2IL01273","SPAULDING, STEPHANY ROSE",1,"Representative","IL","1",302,"SPAULDING"
"671","H2IL01281","DOWELL, PATRICIA R",1,"Representative","IL","1",12400,"DOWELL"
"672","H2IL01315","COLLINS, JACQUELINE",1,"Representative","IL","1",11000,"COLLINS"
"673","H2IL01323","CARLSON, ERIC JOSEPH MR.",0,"Representative","IL","1",2744,"CARLSON"
"674","H2IL01331","SWAIN, JONATHAN",1,"Representative","IL","1",58150,"SWAIN"
"675","H2IL01349","JACKSON, JONATHAN",1,"Representative","IL","1",120804,"JACKSON"
"676","H2IL01364","NORINGTON-REAVES, KARIN M",1,"Representative","IL","1",39240,"REAVES"
"677","H2IL01372","WILLIAMS, CHARISE A",1,"Representative","IL","1",14900,"WILLIAMS"
"678","H2IL02172","KELLY, ROBIN",1,"Representative","IL","2",236740,"KELLY"
"679","H2IL03147","CRUZ, ROBERT 'ROB'",0,"Representative","IL","6",33387,"CRUZ"
"680","H2IL03154","VILLEGAS, GILBERT",1,"Representative","IL","3",161455,"VILLEGAS"
"681","H2IL03162","RAMIREZ, DELIA",1,"Representative","IL","3",80770,"RAMIREZ"
"682","H2IL03170","CHEHADE, IYMEN",1,"Representative","IL","3",3100,"CHEHADE"
"683","H2IL05209","HUYNH, KHAI-HOAN DAC",1,"Representative","IL","5",22330,"HUYNH"
"684","H2IL05217","MCGONIGAL, MALGORZATA",0,"Representative","IL","5",2550,"MCGONIGAL"
"685","H2IL06082","BURAU, JUSTIN",0,"Representative","IL","3",9360,"BURAU"
"686","H2IL06090","CONFORTI, NIKI",0,"Representative","IL","6",28575,"CONFORTI"
"687","H2IL06116","PEKAU, KEITH",0,"Representative","IL","6",597994,"PEKAU"
"688","H2IL06124","GRASSO, GARY",0,"Representative","IL","6",2000,"GRASSO"
"689","H2IL06132","KASPAR, SCOTT RICHARD",0,"Representative","IL","6",9500,"KASPAR"
"690","H2IL08146","AHMED, JUNAID",1,"Representative","IL","8",354644,"AHMED"
"691","H2IL08153","FAHEEM, MOHAMMED",1,"Representative","IL","8",6406,"FAHEEM"
"692","H2IL08161","KOPSAFTIS, PETER",0,"Representative","IL","8",10500,"KOPSAFTIS"
"693","H2IL08187","DARGIS, CHRISTOPHER BRYANT",0,"Representative","IL","8",100026,"DARGIS"
"694","H2IL08195","WOOD, PHILLIP OWEN",0,"Representative","IL","8",2500,"WOOD"
"695","H2IL10068","SCHNEIDER, BRADLEY S.",1,"Representative","IL","10",952586,"SCHNEIDER"
"696","H2IL11173","EVANS, JERRY",0,"Representative","IL","11",38951,"EVANS"
"697","H2IL11207","CARROLL, MARK JOSEPH",0,"Representative","IL","11",250,"CARROLL"
"698","H2IL12197","MARKEL, HOMER CHIP MR.",1,"Representative","IL","12",15854,"MARKEL"
"699","H2IL13120","DAVIS, RODNEY L",0,"Representative","IL","15",438441,"DAVIS"
"700","H2IL13146","PALMER, DAVID",1,"Representative","IL","13",67325,"PALMER"
"701","H2IL13153","BUDZINSKI, NIKKI",1,"Representative","IL","13",1568153,"BUDZINSKI"
"702","H2IL13161","REISING, JESSE",0,"Representative","IL","13",82550,"REISING"
"703","H2IL13179","DEERING, REGAN",0,"Representative","IL","13",415359,"DEERING"
"704","H2IL13195","HAUSMAN, MATT",0,"Representative","IL","13",42847,"HAUSMAN"
"705","H2IL14094","KOOLIDGE, MICHAEL",0,"Representative","IL","14",13460,"KOOLIDGE"
"706","H2IL14102","GRYDER, SCOTT",0,"Representative","IL","14",279158,"GRYDER"
"707","H2IL15109","LANGE, PAUL",1,"Representative","IL","15",13743,"LANGE"
"708","H2IL16065","WILLIAMS, MARSHA VIRIGINIA",1,"Representative","IL","17",8040,"WILLIAMS"
"709","H2IL16081","LOMBARDI, JACK MR II",0,"Representative","IL","14",14130,"LOMBARDI"
"710","H2IL16107","LAUF, CATALINA",0,"Representative","IL","11",739100,"LAUF"
"711","H2IL16123","REBRESH, MICHAEL STEPHAN MR",0,"Representative","IL","16",4750,"REBRESH"
"712","H2IL16156","HADERLEIN, ELIZABETH",1,"Representative","IL","16",21329,"HADERLEIN"
"713","H2IL17071","BUSTOS, CHERI",1,"Representative","IL","17",5087,"BUSTOS"
"714","H2IL17113","NORMOYLE, ANGELA H.",1,"Representative","IL","17",19717,"NORMOYLE"
"715","H2IL17121","LOGEMANN, JONATHAN",1,"Representative","IL","17",72272,"LOGEMANN"
"716","H2IL17139","WALLACE, LITESA",1,"Representative","IL","17",15266,"WALLACE"
"717","H2IL17147","SORENSEN, ERIC",1,"Representative","IL","17",1504470,"SORENSEN"
"718","H2IN01172","GREEN, JENNIFER-RUTH",0,"Representative","IN","1",1116519,"GREEN"
"719","H2IN01214","BAKER, JIM",0,"Representative","IN","9",5800,"BAKER"
"720","H2IN02279","STEURY, PAUL MR.",1,"Representative","IN","2",43875,"STEURY"
"721","H2IN02287","NISLY, CURT",0,"Representative","IN","2",14100,"NISLY"
"722","H2IN02295","YAKYM, RUDY",0,"Representative","IN","2",677178,"YAKYM"
"723","H2IN03186","STEPHENS, JOHN MATTHEW MR.",1,"Representative","IN","3",3995,"STEPHENS"
"724","H2IN03202","SNYDER, GARY",1,"Representative","IN","3",27193,"SNYDER"
"725","H2IN03228","GOTSCH, NATHAN",0,"Representative","IN","3",31500,"GOTSCH"
"726","H2IN06304","WIRTH, CYNTHIA",1,"Representative","IN","6",11221,"WIRTH"
"727","H2IN07179","GRABOVSKY, ANGELA",0,"Representative","IN","7",116935,"GRABOVSKY"
"728","H2IN08169","MCCORMICK, RAY",1,"Representative","IN","8",50339,"MCCORMICK"
"729","H2IN09191","FYFE, MATTHEW JOHN",1,"Representative","IN","9",28466,"FYFE"
"730","H2IN09225","MILLIS, TONYA LYNN",0,"Representative","IN","9",3721,"MILLIS"
"731","H2KS01079","BEARD, JAMES KENNETH",1,"Representative","KS","1",7620,"BEARD"
"732","H2KS02143","SCHMIDT, PATRICK",1,"Representative","KS","2",558256,"SCHMIDT"
"733","H2KS04149","HERNANDEZ, BOB MR",1,"Representative","KS","4",16125,"HERNANDEZ"
"734","H2KY01085","AUSBROOKS, JIMMY CLIFTON",1,"Representative","KY","1",250,"AUSBROOKS"
"735","H2KY02141","HENNING, CHRISTOPHER LEE MR.",0,"Representative","KY","2",6300,"HENNING"
"736","H2KY03172","SCOTT, ATTICA WOODSON",1,"Representative","KY","3",56415,"SCOTT"
"737","H2KY03206","MCGARVEY, MORGAN",1,"Representative","KY","3",1010411,"MCGARVEY"
"738","H2KY03214","RAY, STUART N.",0,"Representative","KY","3",139849,"RAY"
"739","H2KY04121","MASSIE, THOMAS H.",0,"Representative","KY","4",232761,"MASSIE"
"740","H2KY04196","WIRTH, CLAIRE",0,"Representative","KY","4",97227,"WIRTH"
"741","H2KY04212","LEHMAN, MATTHEW",1,"Representative","KY","4",74279,"LEHMAN"
"742","H2KY05151","VAN DAM, RICHARD JACOB DR.",0,"Representative","KY","5",12018,"DAM"
"743","H2KY05177","HALBLEIB, CONOR",1,"Representative","KY","5",3530,"HALBLEIB"
"744","H2KY06175","PREECE, CHRISTOPHER",1,"Representative","KY","6",7249,"PREECE"
"745","H2KY06217","CRAVENS, MAURICE RANDALL, II",0,"Representative","KY","6",4450,"CRAVENS"
"746","H2LA01109","DARLING, KATIE DARLING",1,"Representative","LA","1",76350,"DARLING"
"747","H2LA02149","CARTER, TROY A. SR.",1,"Representative","LA","2",310885,"CARTER"
"748","H2LA02297","LUX, DANIEL ANTHONY",0,"Representative","LA","2",11500,"LUX"
"749","H2LA03089","GRANGER, DUSTIN",1,"Representative","LA","3",11650,"GRANGER"
"750","H2LA03105","LEBRUN, TIA MARIE MRS.",1,"Representative","LA","3",26094,"LEBRUN"
"751","H2LA03113","PAYNE, THOMAS LANE JR",0,"Representative","LA","3",14650,"PAYNE"
"752","H2LA03121","HOGGATT, ""HOLDEN""",0,"Representative","LA","3",124450,"HOGGATT"
"753","H2LA05126","LETLOW, JULIA",0,"Representative","LA","5",419120,"LETLOW"
"754","H2MA01228","MARTILLI, DEAN",0,"Representative","MA","1",8080,"MARTILLI"
"755","H2MA02085","SOSSA-PAQUETTE, JEFF",0,"Representative","MA","2",81379,"PAQUETTE"
"756","H2MA03141","TRAN, DEAN",0,"Representative","MA","3",41434,"TRAN"
"757","H2MA04115","BURNS, EMILY",0,"Representative","MA","4",34850,"BURNS"
"758","H2MA05153","COLARUSSO, CAROLINE",0,"Representative","MA","5",44520,"COLARUSSO"
"759","H2MA06086","MAY, ROBERT",0,"Representative","MA","6",11918,"MAY"
"760","H2MA06094","TASHJIAN, MARK MR.",0,"Representative","MA","6",41192,"TASHJIAN"
"761","H2MA08082","RODRIGUES, HAMILTON SOARES",0,"Representative","MA","8",4550,"RODRIGUES"
"762","H2MA09072","LYNCH, STEPHEN",1,"Representative","MA","8",316855,"LYNCH"
"763","H2MA09221","LITTLES, MARK",0,"Representative","MA","9",2000,"LITTLES"
"764","H2MA09239","BROWN, JESSE",0,"Representative","MA","9",36020,"BROWN"
"765","H2MA09247","ELLIS, GRANT SMITH",1,"Representative","MA","9",500,"ELLIS"
"766","H2MA09254","SULLIVAN, DAN",0,"Representative","MA","9",55790,"SULLIVAN"
"767","H2MD01220","MIZEUR, HEATHER RENAY",1,"Representative","MD","1",1051855,"MIZEUR"
"768","H2MD01238","HARDEN, R. DAVID",1,"Representative","MD","1",117255,"HARDEN"
"769","H2MD02160","RUPPERSBERGER, C. A. DUTCH",1,"Representative","MD","2",178695,"RUPPERSBERGER"
"770","H2MD02319","OLIVER, BRITTANY T",1,"Representative","MD","2",26106,"OLIVER"
"771","H2MD02335","FLOWERS, BERNARD",0,"Representative","MD","2",500,"FLOWERS"
"772","H2MD02343","MORGAN, YURIPZY",0,"Representative","MD","3",350585,"MORGAN"
"773","H2MD02350","MCNULTY, ELLEN EJ",0,"Representative","MD","2",5050,"MCNULTY"
"774","H2MD02368","AMBROSE, NICOLEE",0,"Representative","MD","2",299054,"AMBROSE"
"775","H2MD03176","COLOMBO, MALCOLM THOMAS",1,"Representative","MD","1",1500,"COLOMBO"
"776","H2MD03184","PITOCCO, ANTONIO",0,"Representative","MD","3",11815,"PITOCCO"
"777","H2MD03218","TORRES, AMAL",0,"Representative","MD","3",3200,"TORRES"
"778","H2MD04307","WARNER, JEFF",0,"Representative","MD","4",16249,"WARNER"
"779","H2MD04315","IVEY, GLENN",1,"Representative","MD","4",448081,"IVEY"
"780","H2MD04323","LEWIS, JAZZ",1,"Representative","MD","4",28962,"LEWIS"
"781","H2MD04349","ANGEL, ANGELA",1,"Representative","MD","4",13747,"ANGEL"
"782","H2MD04356","EDWARDS, DONNA F",1,"Representative","MD","4",259974,"EDWARDS"
"783","H2MD05155","HOYER, STENY",1,"Representative","MD","5",674164,"HOYER"
"784","H2MD05536","WILKES, MCKAYLA NICOLLETTE",1,"Representative","MD","5",25953,"WILKES"
"785","H2MD06138","WALLACE, DAVID DRAIN II",0,"Representative","MD","2",1000,"WALLACE"
"786","H2MD06260","JENKINS, JONATHAN JENKINS",0,"Representative","MD","6",750,"JENKINS"
"787","H2MD06294","SMILOWITZ, BENJAMIN",1,"Representative","MD","6",39475,"SMILOWITZ"
"788","H2MD06328","FOLDI, MATTHEW",0,"Representative","MD","6",39991,"FOLDI"
"789","H2MD08183","ROCA, MARIELA",0,"Representative","MD","6",28691,"ROCA"
"790","H2ME01131","THELANDER, EDWIN F MR.",0,"Representative","ME","1",122716,"THELANDER"
"791","H2ME02188","PERKINS, MICHAEL HONORABLE",0,"Representative","ME","2",34357,"PERKINS"
"792","H2ME02196","STEWART, HAROLD III",0,"Representative","ME","2",7160,"STEWART"
"793","H2MI01142","LORINSER, ROBERT JAMES",1,"Representative","MI","1",162437,"LORINSER"
"794","H2MI03163","JOHNSON, AUDRA",0,"Representative","MI","3",10621,"JOHNSON"
"795","H2MI03171","LEMONS-JOHNSON, AUDRA MRS.",0,"Representative","MI","3",10621,"JOHNSON"
"796","H2MI03189","MANOLACHE, GABRIELLA",0,"Representative","MI","3",250,"MANOLACHE"
"797","H2MI03197","GIBBS, JOHN",0,"Representative","MI","3",428062,"GIBBS"
"798","H2MI04260","ALFONSO, JOSEPH",1,"Representative","MI","4",19485,"ALFONSO"
"799","H2MI05119","KILDEE, DANIEL T DANIEL T.",1,"Representative","MI","8",1470416,"KILDEE"
"800","H2MI05176","GOLDBERG, BARTLEY F.",1,"Representative","MI","5",101816,"GOLDBERG"
"801","H2MI06109","SCOTT, EZRA MR.",0,"Representative","MI","5",1800,"SCOTT"
"802","H2MI06117","CARRA, STEPHEN",0,"Representative","MI","4",150516,"CARRA"
"803","H2MI06125","ROCHA, JON",0,"Representative","MI","6",4077,"ROCHA"
"804","H2MI06133","JOHNSEN, GINA",0,"Representative","MI","6",220,"JOHNSEN"
"805","H2MI06141","O'DONNELL, SHERRY ANNE DR",0,"Representative","MI","5",21850,"ODONNELL"
"806","H2MI06158","WILLIAMS, WHITTNEY",0,"Representative","MI","6",450,"WILLIAMS"
"807","H2MI06166","KOLANAGIREDDY, HIMA",0,"Representative","MI","6",4222,"KOLANAGIREDDY"
"808","H2MI07115","TONON, ADRIAN LINO",1,"Representative","MI","13",111390,"TONON"
"809","H2MI07123","BARRETT, THOMAS MORE",0,"Representative","MI","7",479281,"BARRETT"
"810","H2MI07131","HAGG, JACOB",0,"Representative","MI","7",28446,"HAGG"
"811","H2MI08154","JAYE, BRIAN STEVEN",1,"Representative","MI","9",19165,"JAYE"
"812","H2MI08162","LOTT, CHERIE",0,"Representative","MI","11",13766,"LOTT"
"813","H2MI08196","SEELY, MATTHEW",0,"Representative","MI","8",97509,"SEELY"
"814","H2MI10127","ARRAF, HUWAIDA",1,"Representative","MI","10",181874,"ARRAF"
"815","H2MI10135","MARCINKEWCIZ, TONY I",0,"Representative","MI","10",5800,"MARCINKEWCIZ"
"816","H2MI10143","ROGENSUES, ANGELA",1,"Representative","MI","10",46425,"ROGENSUES"
"817","H2MI10150","JAMES, JOHN",0,"Representative","MI","10",972024,"JAMES"
"818","H2MI10168","YANEZ, HENRY",1,"Representative","MI","10",4900,"YANEZ"
"819","H2MI10176","MARLINGA, CARL",1,"Representative","MI","10",515862,"MARLINGA"
"820","H2MI10184","POWELL, RHONDA",1,"Representative","MI","10",7263,"POWELL"
"821","H2MI11232","DENOTTER, MATTHEW",0,"Representative","MI","11",165481,"DENOTTER"
"822","H2MI11240","ESSHAKI, ERIC",0,"Representative","MI","10",143027,"ESSHAKI"
"823","H2MI11265","AMBROSE, MARK",0,"Representative","MI","11",200107,"AMBROSE"
"824","H2MI12172","WINFREY, JANICE MARIE",1,"Representative","MI","12",80189,"WINFREY"
"825","H2MI12198","HOOPER, JAMES D",0,"Representative","MI","12",2314,"HOOPER"
"826","H2MI12206","GARRETT, MYKALE",1,"Representative","MI","12",5850,"GARRETT"
"827","H2MI13204","THANEDAR, SHRI",1,"Representative","MI","13",30700,"THANEDAR"
"828","H2MI13212","GRIFFIE, MICHAEL",1,"Representative","MI","13",51225,"GRIFFIE"
"829","H2MI13246","HOLLIER, ADAM",1,"Representative","MI","13",409385,"HOLLIER"
"830","H2MI13261","CONYERS, JOHN",1,"Representative","MI","13",15875,"CONYERS"
"831","H2MI13279","GAY-DAGNOGO, SHERRY J",1,"Representative","MI","13",31717,"DAGNOGO"
"832","H2MI13295","ROBERSON, PORTIA",1,"Representative","MI","13",140536,"ROBERSON"
"833","H2MI13303","RUTLEDGE, LORRIE",1,"Representative","MI","13",540,"RUTLEDGE"
"834","H2MI13311","ELLIOTT, STEVEN",0,"Representative","MI","12",49574,"ELLIOTT"
"835","H2MI13329","MCPHAIL, SHARON",1,"Representative","MI","13",4650,"MCPHAIL"
"836","H2MI13360","BIVINGS, MARTELL DE'ANGELO",0,"Representative","MI","13",52250,"BIVINGS"
"837","H2MI13378","RIDDLE, SAMUEL LEWIS JR",1,"Representative","MI","13",4150,"RIDDLE"
"838","H2MI14111","LAWRENCE, BRENDA LULENAR",1,"Representative","MI","14",58871,"LAWRENCE"
"839","H2MN01165","MUNSON, JEREMY",0,"Representative","MN","1",7200,"MUNSON"
"840","H2MN01223","FINSTAD, BRAD",0,"Representative","MN","1",457270,"FINSTAD"
"841","H2MN01249","ETTINGER, JEFFREY M.",1,"Representative","MN","1",447071,"ETTINGER"
"842","H2MN01264","CARNAHAN, JENNIFER",0,"Representative","MN","1",41300,"CARNAHAN"
"843","H2MN03104","WEILER, TOM",0,"Representative","MN","3",216867,"WEILER"
"844","H2MN03112","SCHWARZE, ADAM NOEL",0,"Representative","MN","3",16800,"SCHWARZE"
"845","H2MN04151","MURRAY, MIKKI M",0,"Representative","MN","4",450,"MURRAY"
"846","H2MN04169","BADHASSO, AMANE",1,"Representative","MN","4",246370,"BADHASSO"
"847","H2MN04177","LOR XIONG, MAY",0,"Representative","MN","4",54607,"XIONG"
"848","H2MN05166","DAVIS, CICELY",0,"Representative","MN","5",578270,"DAVIS"
"849","H2MN05174","ABDIRAHMAN, SHUKRI ABDULLAHI MS.",0,"Representative","MN","5",2150,"ABDIRAHMAN"
"850","H2MN05190","WHITE, ROYCE ALEXANDER MR",0,"Representative","MN","5",22365,"WHITE"
"851","H2MN05208","SAMUELS, DON MR.",1,"Representative","MN","5",547250,"SAMUELS"
"852","H2MN06214","HENDRICKS, JEANNE",1,"Representative","MN","6",53890,"HENDRICKS"
"853","H2MN07105","OPPEGAARD-PELTIER, ERNEST JOSEPH MR III",1,"Representative","MN","8",1570,"PELTIER"
"854","H2MN07113","JOHNSON, TRAVIS E",0,"Representative","MN","7",3815,"JOHNSON"
"855","H2MN07121","LINDQUIST, MARK J.",1,"Representative","MN","7",4525,"LINDQUIST"
"856","H2MN07139","OLSON, REED JERROLD",1,"Representative","MN","7",12096,"OLSON"
"857","H2MN07162","ABAHSAIN, JILL",1,"Representative","MN","7",10521,"ABAHSAIN"
"858","H2MN08152","SCHULTZ, JENNIFER",1,"Representative","MN","8",274830,"SCHULTZ"
"859","H2MO01179","JONES, ANDREW M JR",0,"Representative","MO","1",24479,"JONES"
"860","H2MO01229","ROBERTS, STEVEN C",1,"Representative","MO","1",70350,"ROBERTS"
"861","H2MO02102","WAGNER, ANN L.",0,"Representative","MO","2",775292,"WAGNER"
"862","H2MO02177","SMITH, WESLEY GILMAN",0,"Representative","MO","2",16000,"SMITH"
"863","H2MO02185","REED, RAYMOND",1,"Representative","MO","2",10700,"REED"
"864","H2MO02193","SAMUELS, E. BENJAMIN",1,"Representative","MO","2",809459,"SAMUELS"
"865","H2MO02201","GUNBY, PATRICIA WASHBURN",1,"Representative","MO","2",419546,"GUNBY"
"866","H2MO02219","BERRY, PAUL III",0,"Representative","MO","2",2000,"BERRY"
"867","H2MO02227","SALVATORE, TONY",0,"Representative","MO","2",3081,"SALVATORE"
"868","H2MO03142","NICOLOFF, JOSH",1,"Representative","MO","3",250,"NICOLOFF"
"869","H2MO03159","KARLEN, JONATHAN",1,"Representative","MO","3",2111,"KARLEN"
"870","H2MO03167","MANN, BETHANY EILEEN",1,"Representative","MO","3",3900,"MANN"
"871","H2MO04124","LEATHERS, JEFFERY JD",1,"Representative","MO","4",574,"LEATHERS"
"872","H2MO04132","EMERY, EDGAR GLENN HARVEY",0,"Representative","MO","4",17148,"EMERY"
"873","H2MO04140","BURKS, TAYLOR",0,"Representative","MO","4",172555,"BURKS"
"874","H2MO04157","WALSH, SARA",0,"Representative","MO","4",55620,"WALSH"
"875","H2MO04165","JOHNSON, RYAN",0,"Representative","MO","4",77100,"JOHNSON"
"876","H2MO04173","BRUCE, KALENA",0,"Representative","MO","4",109224,"BRUCE"
"877","H2MO04199","BRATTIN, RICHARD RAY JR.",0,"Representative","MO","4",115069,"BRATTIN"
"878","H2MO04207","ALFORD, MARK",0,"Representative","MO","4",359333,"ALFORD"
